SetID,Number,Variant,Theme,Subtheme,Year,Name,Minifigs,Pieces,UKPrice,USPrice,CAPrice,EUPrice,ImageURL,OwnedBy,WantedBy,Disney,Marvel,Star Wars,WB,Universal,Other or unknown media license
10160,21017,1,Architecture,Architect Series,2013,Imperial Hotel,,1188,99.99,129.99,159.99,119.99,https://images.brickset.com/sets/images/21017-1.jpg,2988,2311,No,No,No,No,No,No
9284,21012,1,Architecture,Architect Series,2012,Sydney Opera House,,270,34.99,39.99,49.99,,https://images.brickset.com/sets/images/21012-1.jpg,3657,2174,No,No,No,No,No,No
9363,21014,1,Architecture,Architect Series,2012,Villa Savoye,,660,59.99,69.99,89.99,69.99,https://images.brickset.com/sets/images/21014-1.jpg,3167,2010,No,No,No,No,No,No
8338,21007,1,Architecture,Architect Series,2011,Rockefeller Center,,240,34.99,39.99,49.99,,https://images.brickset.com/sets/images/21007-1.jpg,2668,2009,No,No,No,No,No,No
8721,21009,1,Architecture,Architect Series,2011,Farnsworth House,,546,54.99,59.99,69.99,,https://images.brickset.com/sets/images/21009-1.jpg,3149,2239,No,No,No,No,No,No
8795,21010,1,Architecture,Architect Series,2011,Robie House,,2276,169.99,199.99,249.99,,https://images.brickset.com/sets/images/21010-1.jpg,2424,2896,No,No,No,No,No,No
29940,21054,1,Architecture,Landmark Series,2020,The White House,,1483,89.99,99.99,149.99,97.47,https://images.brickset.com/sets/images/21054-1.jpg,948,1672,No,No,No,No,No,No
29037,21045,1,Architecture,Landmark Series,2019,Trafalgar Square,,1197,79.99,79.99,99.99,77.97,https://images.brickset.com/sets/images/21045-1.jpg,2858,1721,No,No,No,No,No,No
29036,21046,1,Architecture,Landmark Series,2019,Empire State Building,,1767,89.99,129.99,159.99,97.47,https://images.brickset.com/sets/images/21046-1.jpg,2800,1748,No,No,No,No,No,No
29875,21055,1,Architecture,Landmark Series,2019,Burj Khalifa,,333,44.99,,,38.98,https://images.brickset.com/sets/images/21055-1.jpg,232,427,No,No,No,No,No,No
27906,21041,1,Architecture,Landmark Series,2018,Great Wall of China,,551,44.99,49.99,64.99,49.99,https://images.brickset.com/sets/images/21041-1.jpg,3896,1611,No,No,No,No,No,No
27907,21042,1,Architecture,Landmark Series,2018,Statue of Liberty,,1685,89.99,119.99,139.99,97.47,https://images.brickset.com/sets/images/21042-1.jpg,5907,2240,No,No,No,No,No,No
26418,21035,1,Architecture,Landmark Series,2017,Solomon R. Guggenheim Museum,,744,64.99,79.99,99.99,69.99,https://images.brickset.com/sets/images/21035-1.jpg,3254,1547,No,No,No,No,No,No
26730,21036,1,Architecture,Landmark Series,2017,Arc de Triomphe,,386,29.99,39.99,49.99,34.99,https://images.brickset.com/sets/images/21036-1.jpg,4332,1818,No,No,No,No,No,No
25618,21029,1,Architecture,Landmark Series,2016,Buckingham Palace,,780,44.99,49.99,69.99,49.99,https://images.brickset.com/sets/images/21029-1.jpg,5267,2146,No,No,No,No,No,No
25619,21030,1,Architecture,Landmark Series,2016,United States Capitol Building,,1032,84.99,99.99,129.99,99.99,https://images.brickset.com/sets/images/21030-1.jpg,4993,2296,No,No,No,No,No,No
24665,21031,1,Architecture,Landmark Series,2016,Burj Khalifa,,333,44.99,39.99,49.99,39.99,https://images.brickset.com/sets/images/21031-1.jpg,2914,1533,No,No,No,No,No,No
23970,21022,1,Architecture,Landmark Series,2015,Lincoln Memorial,,274,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/21022-1.jpg,4055,1772,No,No,No,No,No,No
23936,21023,1,Architecture,Landmark Series,2015,"Flatiron Building, New York",,471,34.99,39.99,49.99,39.99,https://images.brickset.com/sets/images/21023-1.jpg,4188,1937,No,No,No,No,No,No
24319,21024,1,Architecture,Landmark Series,2015,Louvre,,695,49.99,59.99,74.99,59.99,https://images.brickset.com/sets/images/21024-1.jpg,5133,2395,No,No,No,No,No,No
23261,21019,1,Architecture,Landmark Series,2014,The Eiffel Tower,,321,29.99,34.99,44.99,34.99,https://images.brickset.com/sets/images/21019-1.jpg,8699,1954,No,No,No,No,No,No
23406,21020,1,Architecture,Landmark Series,2014,Trevi Fountain,,731,39.99,49.99,59.99,49.99,https://images.brickset.com/sets/images/21020-1.jpg,5576,2491,No,No,No,No,No,No
9364,21015,1,Architecture,Landmark Series,2013,The Leaning Tower of Pisa,,345,29.99,34.99,44.99,34.99,https://images.brickset.com/sets/images/21015-1.jpg,4592,2204,No,No,No,No,No,No
10297,21018,1,Architecture,Landmark Series,2013,United Nations Headquarters,,597,49.99,49.99,59.99,49.99,https://images.brickset.com/sets/images/21018-1.jpg,4013,2269,No,No,No,No,No,No
23113,21021,1,Architecture,Landmark Series,2013,Marina Bay Sands,,602,,,,,https://images.brickset.com/sets/images/21021-1.jpg,740,2688,No,No,No,No,No,No
9346,21013,1,Architecture,Landmark Series,2012,Big Ben,,346,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/21013-1.jpg,7776,2060,No,No,No,No,No,No
9347,21016,1,Architecture,Landmark Series,2012,Sungnyemun,,325,29.99,34.99,44.99,,https://images.brickset.com/sets/images/21016-1.jpg,1743,2338,No,No,No,No,No,No
8762,21000,2,Architecture,Landmark Series,2011,Willis Tower,,69,17.99,19.99,26.99,,https://images.brickset.com/sets/images/21000-2.jpg,2104,1405,No,No,No,No,No,No
8707,21008,1,Architecture,Landmark Series,2011,Burj Khalifa,,208,22.99,24.99,29.99,,https://images.brickset.com/sets/images/21008-1.jpg,2883,1577,No,No,No,No,No,No
8794,21011,1,Architecture,Landmark Series,2011,Brandenburg Gate,,363,34.99,34.99,44.99,34.99,https://images.brickset.com/sets/images/21011-1.jpg,4779,1923,No,No,No,No,No,No
29744,21051,1,Architecture,Skylines,2020,Tokyo,,547,54.99,59.99,79.99,58.48,https://images.brickset.com/sets/images/21051-1.jpg,2347,1575,No,No,No,No,No,No
29745,21052,1,Architecture,Skylines,2020,Dubai,,740,54.99,59.99,79.99,58.48,https://images.brickset.com/sets/images/21052-1.jpg,1855,1376,No,No,No,No,No,No
28503,21043,1,Architecture,Skylines,2019,San Francisco,,565,44.99,49.99,69.99,48.73,https://images.brickset.com/sets/images/21043-1.jpg,4539,1620,No,No,No,No,No,No
28502,21044,1,Architecture,Skylines,2019,Paris,,649,44.99,49.99,69.99,48.73,https://images.brickset.com/sets/images/21044-1.jpg,3920,1573,No,No,No,No,No,No
27445,21038,1,Architecture,Skylines,2018,Las Vegas,,487,,39.99,,,https://images.brickset.com/sets/images/21038-1.jpg,589,1383,No,No,No,No,No,No
27446,21039,1,Architecture,Skylines,2018,Shanghai,,597,54.99,59.99,79.99,58.48,https://images.brickset.com/sets/images/21039-1.jpg,4122,1525,No,No,No,No,No,No
28128,21047,1,Architecture,Skylines,2018,Las Vegas,,501,34.99,39.99,49.99,38.98,https://images.brickset.com/sets/images/21047-1.jpg,4306,1130,No,No,No,No,No,No
26415,21032,1,Architecture,Skylines,2017,Sydney,,361,29.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/21032-1.jpg,4927,1662,No,No,No,No,No,No
26416,21033,1,Architecture,Skylines,2017,Chicago,,444,44.99,39.99,49.99,39.99,https://images.brickset.com/sets/images/21033-1.jpg,4524,1711,No,No,No,No,No,No
26417,21034,1,Architecture,Skylines,2017,London,,468,44.99,39.99,49.99,38.98,https://images.brickset.com/sets/images/21034-1.jpg,8214,1834,No,No,No,No,No,No
24662,21026,1,Architecture,Skylines,2016,Venice,,212,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/21026-1.jpg,5032,1915,No,No,No,No,No,No
24663,21027,1,Architecture,Skylines,2016,Berlin,,289,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/21027-1.jpg,5093,1860,No,No,No,No,No,No
24664,21028,1,Architecture,Skylines,2016,New York City,,598,44.99,59.99,74.99,48.73,https://images.brickset.com/sets/images/21028-1.jpg,7660,2152,No,No,No,No,No,No
27313,21037,1,Architecture,,2017,LEGO House,,774,44.99,,,49.99,https://images.brickset.com/sets/images/21037-1.jpg,2601,2641,No,No,No,No,No,No
22843,21050,1,Architecture,,2013,Architecture Studio,,1210,159.99,159.99,,159.99,https://images.brickset.com/sets/images/21050-1.jpg,2743,1864,No,No,No,No,No,No
8230,7976,1,Atlantis,,2011,Ocean Speeder,1,54,3.99,4.99,6.99,,https://images.brickset.com/sets/images/7976-1.jpg,3259,780,No,No,No,No,No,No
8231,7977,1,Atlantis,,2011,Seabed Strider,2,105,8.49,9.99,12.99,,https://images.brickset.com/sets/images/7977-1.jpg,3856,900,No,No,No,No,No,No
8232,7978,1,Atlantis,,2011,Angler Attack,2,200,18.99,19.99,24.99,,https://images.brickset.com/sets/images/7978-1.jpg,3299,1308,No,No,No,No,No,No
8233,7984,1,Atlantis,,2011,Deep Sea Raider,2,265,25.99,29.99,39.99,,https://images.brickset.com/sets/images/7984-1.jpg,2189,1161,No,No,No,No,No,No
8234,7985,1,Atlantis,,2011,City of Atlantis,5,686,49.99,69.99,89.99,,https://images.brickset.com/sets/images/7985-1.jpg,2983,2335,No,No,No,No,No,No
24956,71300,1,Bionicle,companions,2016,Uxar - Creature of Jungle,,89,6.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/71300-1.jpg,936,299,No,No,No,No,No,No
24666,71301,1,Bionicle,Companions,2016,Ketar - Creature of Stone,,80,6.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/71301-1.jpg,748,270,No,No,No,No,No,No
24667,71302,1,Bionicle,Companions,2016,Akida - Creature of Water,,120,6.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/71302-1.jpg,834,314,No,No,No,No,No,No
24668,71303,1,Bionicle,Companions,2016,Ikir - Creature of Fire,,77,6.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/71303-1.jpg,879,334,No,No,No,No,No,No
24669,71304,1,Bionicle,Companions,2016,Terak - Creature of Earth,,74,6.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/71304-1.jpg,778,311,No,No,No,No,No,No
23957,70778,1,Bionicle,Companions,2015,Protector of Jungle,,64,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70778-1.jpg,1373,386,No,No,No,No,No,No
23958,70779,1,Bionicle,Companions,2015,Protector of Stone,,73,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70779-1.jpg,1344,356,No,No,No,No,No,No
23959,70780,1,Bionicle,Companions,2015,Protector of Water,,71,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70780-1.jpg,1315,350,No,No,No,No,No,No
23960,70781,1,Bionicle,Companions,2015,Protector of Earth,,66,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70781-1.jpg,1425,352,No,No,No,No,No,No
23961,70782,1,Bionicle,Companions,2015,Protector of Ice,,68,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70782-1.jpg,1494,380,No,No,No,No,No,No
23962,70783,1,Bionicle,Companions,2015,Protector of Fire,,69,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/70783-1.jpg,1469,342,No,No,No,No,No,No
24806,71311,1,Bionicle,Miscellaneous,2016,Kopaka and Melum - Unity set,,171,19.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/71311-1.jpg,840,378,No,No,No,No,No,No
25643,71312,1,Bionicle,Miscellaneous,2016,Ekimu the Mask Maker,,94,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71312-1.jpg,608,477,No,No,No,No,No,No
24183,70795,1,Bionicle,Miscellaneous,2015,Mask Maker vs. Skull Grinder,,171,24.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/70795-1.jpg,1354,461,No,No,No,No,No,No
24674,71310,1,Bionicle,Reboot Villains,2016,Umarak the Hunter,,172,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/71310-1.jpg,1018,390,No,No,No,No,No,No
25644,71313,1,Bionicle,Reboot Villains,2016,Lava Beast,,114,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71313-1.jpg,487,348,No,No,No,No,No,No
25645,71314,1,Bionicle,Reboot Villains,2016,Storm Beast,,109,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71314-1.jpg,444,371,No,No,No,No,No,No
25646,71315,1,Bionicle,Reboot Villains,2016,Quake Beast,,102,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71315-1.jpg,440,360,No,No,No,No,No,No
25647,71316,1,Bionicle,Reboot Villains,2016,Umarak the Destroyer,,191,17.99,24.99,29.99,24.99,https://images.brickset.com/sets/images/71316-1.jpg,575,374,No,No,No,No,No,No
23969,70790,1,Bionicle,Reboot Villains,2015,Lord of Skull Spiders,,145,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70790-1.jpg,1453,371,No,No,No,No,No,No
24179,70791,1,Bionicle,Reboot Villains,2015,Skull Warrior,,102,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70791-1.jpg,1170,383,No,No,No,No,No,No
24180,70792,1,Bionicle,Reboot Villains,2015,Skull Slicer,,71,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70792-1.jpg,1122,343,No,No,No,No,No,No
24181,70793,1,Bionicle,Reboot Villains,2015,Skull Basher,,72,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70793-1.jpg,1183,332,No,No,No,No,No,No
24182,70794,1,Bionicle,Reboot Villains,2015,Skull Scorpio,,107,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70794-1.jpg,1053,309,No,No,No,No,No,No
24670,71305,1,Bionicle,Toa,2016,Lewa - Uniter of Jungle,,79,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71305-1.jpg,827,365,No,No,No,No,No,No
24671,71306,1,Bionicle,Toa,2016,Pohatu - Uniter of Stone,,90,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71306-1.jpg,739,332,No,No,No,No,No,No
24672,71307,1,Bionicle,Toa,2016,Gali - Uniter of Water,,87,9.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/71307-1.jpg,717,346,No,No,No,No,No,No
24673,71308,1,Bionicle,Toa,2016,Tahu - Uniter of Fire,,132,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/71308-1.jpg,827,387,No,No,No,No,No,No
24957,71309,1,Bionicle,Toa,2016,Onua - Uniter of Earth,,143,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/71309-1.jpg,772,373,No,No,No,No,No,No
23963,70784,1,Bionicle,Toa,2015,Lewa - Master of Jungle,,85,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70784-1.jpg,1682,371,No,No,No,No,No,No
23964,70785,1,Bionicle,Toa,2015,Pohatu - Master of Stone,,66,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70785-1.jpg,1631,377,No,No,No,No,No,No
23965,70786,1,Bionicle,Toa,2015,Gali - Master of Water,,87,12.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/70786-1.jpg,1624,400,No,No,No,No,No,No
23966,70787,1,Bionicle,Toa,2015,Tahu - Master of Fire,,89,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70787-1.jpg,1942,426,No,No,No,No,No,No
23967,70788,1,Bionicle,Toa,2015,Kopaka - Master of Ice,,97,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70788-1.jpg,1858,468,No,No,No,No,No,No
23968,70789,1,Bionicle,Toa,2015,Onua - Master of Earth,,108,14.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/70789-1.jpg,1546,398,No,No,No,No,No,No
26942,17101,1,Boost,,2017,Boost Creative Toolbox,,843,149.99,159.99,199.99,155.96,https://images.brickset.com/sets/images/17101-1.jpg,3177,747,No,No,No,No,No,No
30342,40386,1,Brick Sketches,DC Comics Super Heroes,2020,Batman,,115,17.99,19.99,26.99,19.49,https://images.brickset.com/sets/images/40386-1.jpg,366,604,No,No,No,No,No,No
30343,40428,1,Brick Sketches,DC Comics Super Heroes,2020,The Joker,,170,17.99,19.99,26.99,19.49,https://images.brickset.com/sets/images/40428-1.jpg,349,552,No,No,No,No,No,No
30340,40391,1,Brick Sketches,Star Wars,2020,First Order Stormtrooper,,151,17.99,19.99,26.99,19.49,https://images.brickset.com/sets/images/40391-1.jpg,419,567,No,No,Yes,No,No,No
30341,40431,1,Brick Sketches,Star Wars,2020,BB-8,,171,17.99,19.99,26.99,19.49,https://images.brickset.com/sets/images/40431-1.jpg,437,564,No,No,Yes,No,No,No
28033,41611,1,BrickHeadz,Back to the Future,2018,Marty McFly & Doc Brown,,240,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41611-1.jpg,4154,1131,No,No,No,No,No,No
27413,41598,1,BrickHeadz,DC Comics Super Heroes,2018,The Flash,,122,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41598-1.jpg,3884,736,No,No,No,No,No,No
27414,41599,1,BrickHeadz,DC Comics Super Heroes,2018,Wonder Woman,,143,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41599-1.jpg,4480,679,No,No,No,No,No,No
27689,41600,1,BrickHeadz,DC Comics Super Heroes,2018,Aquaman,,135,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41600-1.jpg,3920,581,No,No,No,No,No,No
27690,41601,1,BrickHeadz,DC Comics Super Heroes,2018,Cyborg,,108,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41601-1.jpg,3415,600,No,No,No,No,No,No
28034,41610,1,BrickHeadz,DC Comics Super Heroes,2018,Tactical Batman & Superman,,209,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41610-1.jpg,2724,856,No,No,No,No,No,No
27277,41496,1,BrickHeadz,DC Comics Super Heroes,2017,Supergirl & Martian Manhunter,,234,,39.99,,,https://images.brickset.com/sets/images/41496-1.jpg,246,1139,No,No,No,No,No,No
27010,41585,1,BrickHeadz,DC Comics Super Heroes,2017,Batman,,91,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41585-1.jpg,6381,775,No,No,No,No,No,No
27011,41586,1,BrickHeadz,DC Comics Super Heroes,2017,Batgirl,,99,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41586-1.jpg,5084,616,No,No,No,No,No,No
27012,41587,1,BrickHeadz,DC Comics Super Heroes,2017,Robin,,101,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41587-1.jpg,5443,660,No,No,No,No,No,No
27013,41588,1,BrickHeadz,DC Comics Super Heroes,2017,The Joker,,151,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41588-1.jpg,6097,717,No,No,No,No,No,No
26375,41490,1,BrickHeadz,DC Comics Super Heroes,2016,Superman & Wonder Woman,,220,,39.99,,,https://images.brickset.com/sets/images/41490-1.jpg,220,1296,No,No,No,No,No,No
26374,41491,1,BrickHeadz,DC Comics Super Heroes,2016,Batman & The Joker,,212,,39.99,,,https://images.brickset.com/sets/images/41491-1.jpg,224,1373,No,No,No,No,No,No
29880,40377,1,BrickHeadz,Disney,2020,Donald Duck,,90,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40377-1.jpg,2951,677,Yes,No,No,No,No,No
29881,40378,1,BrickHeadz,Disney,2020,Goofy & Pluto,,214,13.49,14.99,19.99,14.61,https://images.brickset.com/sets/images/40378-1.jpg,2998,688,Yes,No,No,No,No,No
28028,41613,1,BrickHeadz,Disney,2018,Mr. Incredible & Frozone,,160,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41613-1.jpg,2325,864,Yes,No,No,No,No,No
27950,41617,1,BrickHeadz,Disney,2018,Elsa,,130,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41617-1.jpg,2507,666,Yes,No,No,No,No,No
27951,41618,1,BrickHeadz,Disney,2018,Anna & Olaf,,201,14.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/41618-1.jpg,2491,741,Yes,No,No,No,No,No
28116,41623,1,BrickHeadz,Disney,2018,Ariel & Ursula,,361,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41623-1.jpg,2210,757,Yes,No,No,No,No,No
27789,41624,1,BrickHeadz,Disney,2018,Mickey Mouse,,109,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41624-1.jpg,3328,1359,Yes,No,No,No,No,No
27791,41625,1,BrickHeadz,Disney,2018,Minnie Mouse,,129,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41625-1.jpg,3187,1283,Yes,No,No,No,No,No
28077,41630,1,BrickHeadz,Disney,2018,Jack Skellington & Sally,,193,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41630-1.jpg,1917,1115,Yes,No,No,No,No,No
27034,41593,1,BrickHeadz,Disney,2017,Captain Jack Sparrow,,109,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41593-1.jpg,4993,785,Yes,No,No,No,No,No
27035,41594,1,BrickHeadz,Disney,2017,Captain Armando Salazar,,118,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41594-1.jpg,4349,532,Yes,No,No,No,No,No
27018,41595,1,BrickHeadz,Disney,2017,Belle,,139,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41595-1.jpg,4767,592,Yes,No,No,No,No,No
27019,41596,1,BrickHeadz,Disney,2017,Beast,,116,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41596-1.jpg,4876,562,Yes,No,No,No,No,No
28103,41622,1,BrickHeadz,Ghostbusters,2018,Peter Venkman & Slimer,,228,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41622-1.jpg,3085,1068,No,No,No,No,No,No
28011,41614,1,BrickHeadz,Jurassic World,2018,Owen & Blue,,234,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41614-1.jpg,3464,661,No,No,No,No,No,No
27406,41604,1,BrickHeadz,Marvel Super Heroes,2018,Iron Man MK50,,101,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41604-1.jpg,3594,883,No,Yes,No,No,No,No
27407,41605,1,BrickHeadz,Marvel Super Heroes,2018,Thanos,,105,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41605-1.jpg,4008,857,No,Yes,No,No,No,No
27408,41606,1,BrickHeadz,Marvel Super Heroes,2018,Star-Lord,,113,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41606-1.jpg,3531,849,No,Yes,No,No,No,No
27409,41607,1,BrickHeadz,Marvel Super Heroes,2018,Gamora,,136,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41607-1.jpg,3649,752,No,Yes,No,No,No,No
27952,41626,1,BrickHeadz,Marvel Super Heroes,2018,Groot & Rocket,,189,14.99,14.99,17.99,14.99,https://images.brickset.com/sets/images/41626-1.jpg,2597,1542,No,Yes,No,No,No,No
27276,41497,1,BrickHeadz,Marvel Super Heroes,2017,Spider-Man & Venom,,144,,39.99,,,https://images.brickset.com/sets/images/41497-1.jpg,250,1338,No,Yes,No,No,No,No
27014,41589,1,BrickHeadz,Marvel Super Heroes,2017,Captain America,,79,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41589-1.jpg,5330,909,No,Yes,No,No,No,No
27016,41590,1,BrickHeadz,Marvel Super Heroes,2017,Iron Man,,96,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41590-1.jpg,5669,908,No,Yes,No,No,No,No
27015,41591,1,BrickHeadz,Marvel Super Heroes,2017,Black Widow,,143,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41591-1.jpg,5049,698,No,Yes,No,No,No,No
27017,41592,1,BrickHeadz,Marvel Super Heroes,2017,The Hulk,,93,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/41592-1.jpg,4784,787,No,Yes,No,No,No,No
26377,41492,1,BrickHeadz,Marvel Super Heroes,2016,Iron Man & Captain America,,184,,39.99,,,https://images.brickset.com/sets/images/41492-1.jpg,215,1308,No,Yes,No,No,No,No
26376,41493,1,BrickHeadz,Marvel Super Heroes,2016,Black Panther & Doctor Strange,,173,,39.99,,,https://images.brickset.com/sets/images/41493-1.jpg,227,1398,No,Yes,No,No,No,No
28040,41612,1,BrickHeadz,Minecraft,2018,Steve & Creeper,,160,17.99,19.99,24.99,19.99,https://images.brickset.com/sets/images/41612-1.jpg,1566,843,No,No,No,No,No,No
29301,40367,1,BrickHeadz,Miscellaneous,2019,Lady Liberty,,153,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40367-1.jpg,4041,699,No,No,No,No,No,No
28246,40316,1,BrickHeadz,Miscellaneous,2018,Geoffrey,,,,,,,https://images.brickset.com/sets/images/40316-1.jpg,66,1384,No,No,No,No,No,No
27484,41597,1,BrickHeadz,Miscellaneous,2018,Go Brick Me,,708,25.99,29.99,39.99,29.99,https://images.brickset.com/sets/images/41597-1.jpg,5007,1116,No,No,No,No,No,No
30634,40381,1,BrickHeadz,Monkie Kid,2020,Monkey King,,175,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40381-1.jpg,924,473,No,No,No,No,No,No
29652,40379,1,BrickHeadz,Seasonal,2020,Valentine's Bear,,150,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40379-1.jpg,2185,618,No,No,No,No,No,No
29653,40380,1,BrickHeadz,Seasonal,2020,Easter Sheep,,192,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40380-1.jpg,2333,642,No,No,No,No,No,No
30741,40425,1,BrickHeadz,Seasonal,2020,Nutcracker,,180,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40425-1.jpg,806,643,No,No,No,No,No,No
29654,40436,1,BrickHeadz,Seasonal,2020,Lucky Cat,,134,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40436-1.jpg,2765,825,No,No,No,No,No,No
28565,40348,1,BrickHeadz,Seasonal,2019,Birthday Clown,,150,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40348-1.jpg,3043,610,No,No,No,No,No,No
28566,40349,1,BrickHeadz,Seasonal,2019,Valentine's Puppy,,147,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/40349-1.jpg,3365,620,No,No,No,No,No,No
28568,40350,1,BrickHeadz,Seasonal,2019,Easter Chick,,120,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/40350-1.jpg,3556,595,No,No,No,No,No,No
28569,40351,1,BrickHeadz,Seasonal,2019,Halloween Ghost,,136,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40351-1.jpg,2861,1164,No,No,No,No,No,No
29572,40352,1,BrickHeadz,Seasonal,2019,Thanksgiving Scarecrow,,177,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40352-1.jpg,2438,612,No,No,No,No,No,No
28570,40353,1,BrickHeadz,Seasonal,2019,"Reindeer, Elf and Elfie",,281,17.99,19.99,24.99,19.49,https://images.brickset.com/sets/images/40353-1.jpg,3229,755,No,No,No,No,No,No
28567,40354,1,BrickHeadz,Seasonal,2019,Dragon Dance Guy,,170,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40354-1.jpg,3561,612,No,No,No,No,No,No
27759,40270,1,BrickHeadz,Seasonal,2018,Valentine's Bee,,140,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/40270-1.jpg,5717,550,No,No,No,No,No,No
27872,40271,1,BrickHeadz,Seasonal,2018,Easter Bunny,,126,9.99,9.99,12.99,9.99,https://images.brickset.com/sets/images/40271-1.jpg,5628,601,No,No,No,No,No,No
27873,40272,1,BrickHeadz,Seasonal,2018,Halloween Witch,,151,9.99,9.99,12.99,9.74,https://images.brickset.com/sets/images/40272-1.jpg,4015,659,No,No,No,No,No,No
